DateTime,Entries,UniqueIPs
1603992627,2698,619461339
1604015435,2698,619461339
1604047536,2697,619460315
1604062203,2694,619457243
1604065232,2696,619457499
1604070026,2696,619457499
1604080831,2696,619457499
1604084702,2696,619457499
1604093434,2695,619457499
1604095236,2696,619457499
1604097034,2696,619457499
1604100635,2695,619457499
1604104503,2694,619424731
1604129950,2695,619424731
1604148143,2694,619424731
1604148603,2698,619419867
1604152828,2698,619419867
1604155633,2698,619419867
1604157328,2698,619419867
1604158229,2699,619419867
1604163630,2699,619419867
1604178033,2698,619419867
1604180103,2698,619419867
1604187037,2698,619419867
1604198102,2699,619420123
1604207740,2700,619485659
1604252719,2699,619485659
1604262629,2699,619485659
1604287834,2699,619485659
1604321016,2697,619485659
1604323825,2697,619485659
1604329226,2697,619485659
1604332827,2697,619485659
1604334903,2697,619485659
1604350281,2697,619485659
1604357348,2697,619485659
1604359835,2697,619485659
1604364303,2697,619550939
1604407803,2701,619550171
1604414808,2704,619550171
1604418311,2704,619550171
1604423727,2704,619550171
1604424628,2703,619550171
1604436483,2703,619550171
1604440832,2702,619550171
1604442302,2701,619549147
1604446236,2702,619549147
1604447625,2702,619549147
1604449837,2702,619549147
1604463401,2702,619549147
1604464238,2702,619549147
1604494838,2697,619543771
1604497368,2697,619543771
1604498431,2697,619543771
1604504867,2697,619543771
1604508536,2696,619543771
1604549788,2696,619543771
1604550641,2696,619543771
1604580603,2696,619537883
1604583780,2697,619537883
1604585436,2697,619537883
1604585727,2697,619537883
1604586629,2697,619537883
1604587594,2697,619537883
1604598403,2697,619537883
1604601034,2697,619537883
1604616748,2697,619537883
1604619040,2697,619537883
1604667003,2693,619533531
1604670937,2693,619533531
1604677803,2693,619533531
1604680503,2692,619533531
1604681406,2692,619533531
1604691041,2693,619533531
1604703358,2693,619533531
1604705448,2693,619533531
1604707243,2693,619533531
1604722571,2693,619533531
1604723451,2693,619533531
1604753403,2691,619518939
1604757096,2692,619518939
1604759434,2691,619518939
1604777447,2691,619518939
1604839803,2696,619529179
1604861344,2695,619529179
1604871039,2695,619529179
1604876702,2695,619529179
1604878243,2695,619529179
1604926203,2697,619529947
1604934030,2698,619529947
1604939432,2697,619529947
1604955638,2698,619530203
1604966144,2697,619530203
1604968246,2698,619530203
1604983010,2698,619530203
1605012603,2695,619525851
1605022894,2697,619525851
1605025829,2697,619525851
1605034832,2697,619525851
1605099003,2694,619521243
1605102000,2693,619521243
1605103226,2693,619521243
1605104127,2693,619521243
1605105467,2693,619521243
1605108628,2693,619521243
1605110430,2693,619521243
1605117903,2693,619521243
1605137704,2692,619521243
1605154608,2693,619521243
1605156926,2692,619521243
1605186043,2694,619519451
1605191906,2696,619519451
1605198631,2696,619519451
1605213302,2695,619519451
1605214836,2695,619519451
1605217580,2695,619519451
1605271803,2689,619515611
1605278300,2690,619515611
1605279629,2690,619515611
1605281427,2690,619515611
1605283230,2691,619515611
1605284129,2690,619515611
1605285030,2691,619515611
1605286830,2690,619515611
1605288631,2690,619515611
1605290432,2690,619515611
1605303303,2689,619515611
1605306638,2689,619515611
1605308438,2690,619515611
1605310240,2689,619515611
1605319242,2688,619515611
1605327603,2688,619515611
1605328243,2688,619515611
1605354303,2689,619516123
1605358577,2687,619509979
1605361304,2687,619509979
1605364752,2687,619509979
1605366029,2687,619509979
1605373503,2687,619509979
1605423644,2685,619508955
1605451063,2685,619508955
1605452427,2684,619508955
1605456027,2684,619508955
1605459631,2686,619508955
1605461430,2686,619508955
1605475202,2685,619508955
1605480504,2685,619508955
1605483039,2686,619508955
1605530413,2685,619508955
1605531395,2687,619509467
1605534172,2687,619509467
1605535230,2687,619509467
1605539103,2688,619509467
1605540632,2687,619509467
1605547833,2688,619509467
1605549636,2687,619509467
1605551437,2688,619509467
1605552156,2687,619509467
1605554136,2688,619509467
1605555037,2687,619509467
1605556164,2688,619509467
1605562502,2687,619509467
1605564303,2688,619509467
1605564941,2687,619508443
1605571203,2686,619508443
1605574333,2687,619508443
1605617403,2686,619505115
1605624148,2685,619504859
1605625230,2685,619504859
1605626130,2685,619504859
1605627031,2685,619504859
1605637836,2685,619504859
1605642715,2684,619504859
1605646003,2684,619504859
1605649991,2684,619504859
1605657336,2685,619504859
1605704445,2686,619499995
1605707192,2688,619499995
1605711631,2687,619499995
1605729235,2687,619499995
1605744303,2687,619499995
1605790203,2693,619495899
1605797022,2692,619495899
1605800103,2692,619495899
1605808082,2692,619495899
1605809733,2693,619495899
1605810633,2692,619495899
1605811658,2692,619495899
1605814234,2691,619491803
1605819095,2692,619491803
1605876603,2689,619489499
1605880049,2689,619489499
1605891632,2690,619490523
1605894599,2691,619490523
1605895502,2691,619490523
1605959102,2696,619511003
1605963003,2694,619510235
1605966363,2694,619510235
1605972632,2694,619510235
1605980966,2694,619510235
1605983435,2694,619510235
1605986135,2695,619510235
1605987035,2694,619510235
1605988162,2694,619510235
1605994238,2695,619510235
1605995580,2695,619510235
1605998102,2695,619510235
1606001442,2694,619510235
1606003203,2694,619510235
1606005046,2695,619510235
1606010447,2695,619510235
1606049403,2700,619511771
1606059798,2697,619511771
1606062630,2698,619512027
1606082067,2698,619512027
1606087841,2698,619512027
1606091444,2700,619512027
1606102243,2699,619512027
1606104044,2700,619512027
1606107644,2699,619512027
1606109702,2700,619512027
1606142703,2701,619512027
1606149303,2701,619512027
1606151103,2700,619507931
1606152632,2700,619507931
1606157421,2700,619507931
1606163436,2699,619507931
1606167037,2699,619507931
1606170639,2700,619507931
1606172102,2699,619507931
1606174240,2699,619507931
1606221043,2703,619511771
1606221903,2703,619511771
1606222203,2703,619507419
1606223728,2702,619507419
1606224629,2703,619507419
1606228230,2703,619507419
1606231831,2703,619507419
1606232933,2703,619507419
1606235703,2703,619507419
1606236412,2703,619507419
1606243820,2703,619507419
1606246237,2703,619507419
1606247835,2703,619507419
1606251192,2703,619507419
1606257302,2703,619507419
1606260645,2703,619507419
1606288549,2735,619714267
1606308603,2732,619669467
1606312441,2732,619669467
1606318233,2731,619669467
1606320004,2732,619669467
1606324536,2732,619669467
1606325435,2732,619669467
1606326952,2732,619669467
1606329302,2731,619669467
1606330470,2732,619669467
1606332639,2733,619669467
1606333539,2732,619669467
1606336241,2731,619669467
1606343444,2732,619669467
1606395648,2734,619661275
1606402000,2734,619661275
1606402829,2734,619661275
1606403730,2734,619661275
1606404631,2734,619661275
1606408233,2734,619661275
1606435288,2734,619661275
1606482947,2733,619656155
1606485316,2731,619656155
1606492804,2731,619656155
1606507273,2731,619656155
1606519842,2731,619656155
1606521765,2730,619656155
1606524002,2731,619656155
1606527302,2730,619656155
1606529402,2731,619656155
1606568445,2728,619647963
1606578903,2730,619647963
1606581032,2730,619647963
1606584633,2730,619647963
1606588234,2730,619647963
1606589589,2730,619647963
1606595435,2730,619647963
1606602903,2729,619647707
1606609844,2729,619647707
1606615244,2729,619647707
1606618803,2729,619647707
1606620902,2729,619647707
1606661450,2729,619647963
1606671031,2728,619647963
1606676102,2729,619647963
1606696243,2728,619647963
1606701047,2729,619647963
1606720544,2731,619650011
1606741242,2738,619655387
1606747529,2738,619655387
1606753831,2738,619655387
1606774313,2738,619655387
1606775438,2738,619655387
1606784443,2738,619655387
1606786243,2738,619655387
1606787703,2738,619655387
1606793444,2737,619655387
1606798844,2737,619655387
1606799402,2751,619706075
1606827003,2749,619702235
1606831042,2751,619702235
1606845604,2750,619701979
1606849236,2750,619701979
1606861843,2749,619701979
1606865446,2749,619701979
1606873853,2749,619701979
1606885248,2749,619701979
1606905049,2749,619702747
1606913403,2762,619708891
1606917448,2763,619708891
1606919431,2763,619708891
1606921233,2763,619708891
1606924804,2762,619708891
1606928436,2763,619709147
1606935639,2763,619709147
1606939320,2763,619709147
1606941303,2762,619709147
1606942843,2762,619709147
1606946505,2762,619709147
1606954310,2762,619709147
1606955702,2762,619709147
1606957503,2762,619709147
1606959050,2762,619709147
1606977949,2759,619706075
1606999803,2750,619691483
1607003884,2752,619691483
1607026249,2752,619691483
1607029241,2752,619691483
1607031042,2748,619687387
1607034643,2748,619687387
1607038245,2748,619687387
1607046728,2748,619687387
1607050848,2748,619687387
1607086849,2749,619684315
1607097603,2748,619684315
1607099432,2748,619684315
1607101233,2748,619684315
1607110503,2748,619684315
1607111137,2749,619688411
1607123743,2751,619688923
1607142647,2751,619688923
1607163347,2752,619689179
1607173247,2747,619680987
1607176804,2747,619680987
1607182232,2746,619680987
1607187636,2746,619680987
1607189437,2747,619680987
1607193037,2747,619680987
1607194837,2746,619680987
1607196639,2747,619680987
1607198693,2746,619680987
1607200580,2747,619680987
1607202941,2746,619679963
1607203841,2745,619679963
1607211303,2745,619679963
1607213835,2745,619679963
1607259003,2747,619680475
1607263203,2748,619680475
1607265032,2748,619680475
1607266833,2748,619680475
1607272234,2748,619680475
1607274035,2748,619680475
1607278146,2748,619680475
1607279437,2748,619680475
1607281238,2748,619680475
1607293811,2748,619680475
1607298346,2747,619679963
